transition,term,abs_a,abs_b,pmio_a,pmio_b,pmio_diff,g2,direction,rank_aufsteiger,rank_absteiger
1929→1930,zeitung,172,422,1392.76,1585.04,192.28,-2.0832,Aufsteiger,2717,7868
1929→1930,scharf,36,102,291.51,383.11,91.6,-2.0719,Aufsteiger,2718,7867
1929→1930,wesentlich,17,54,137.66,202.83,65.17,-2.07,Aufsteiger,2719,7865
1929→1930,besitzer,17,54,137.66,202.83,65.17,-2.07,Aufsteiger,2719,7865
1929→1930,polizei,45,124,364.38,465.75,101.37,-2.0638,Aufsteiger,2721,7863
1929→1930,gelegenheit,45,124,364.38,465.75,101.37,-2.0638,Aufsteiger,2721,7863
1929→1930,verteilung,6,24,48.58,90.14,41.56,-2.0586,Aufsteiger,2723,7858
1929→1930,freisprechen,6,24,48.58,90.14,41.56,-2.0586,Aufsteiger,2723,7858
1929→1930,wettbewerb,6,24,48.58,90.14,41.56,-2.0586,Aufsteiger,2723,7858
1929→1930,wäsche,6,24,48.58,90.14,41.56,-2.0586,Aufsteiger,2723,7858
1929→1930,kabinett,6,24,48.58,90.14,41.56,-2.0586,Aufsteiger,2723,7858
1929→1930,demokratie,11,38,89.07,142.73,53.66,-2.0573,Aufsteiger,2728,7857
1929→1930,zwang,4,18,32.39,67.61,35.22,-2.0507,Aufsteiger,2729,7842
1929→1930,schöffengericht,4,18,32.39,67.61,35.22,-2.0507,Aufsteiger,2729,7842
1929→1930,gemacht,4,18,32.39,67.61,35.22,-2.0507,Aufsteiger,2729,7842
1929→1930,reisend,4,18,32.39,67.61,35.22,-2.0507,Aufsteiger,2729,7842
1929→1930,entbehren,4,18,32.39,67.61,35.22,-2.0507,Aufsteiger,2729,7842
1929→1930,unendlich,4,18,32.39,67.61,35.22,-2.0507,Aufsteiger,2729,7842
1929→1930,angewiesen,4,18,32.39,67.61,35.22,-2.0507,Aufsteiger,2729,7842
1929→1930,empfindlich,4,18,32.39,67.61,35.22,-2.0507,Aufsteiger,2729,7842
1929→1930,erschreckend,4,18,32.39,67.61,35.22,-2.0507,Aufsteiger,2729,7842
1929→1930,kürze,4,18,32.39,67.61,35.22,-2.0507,Aufsteiger,2729,7842
1929→1930,auflösen,4,18,32.39,67.61,35.22,-2.0507,Aufsteiger,2729,7842
1929→1930,bonzen,4,18,32.39,67.61,35.22,-2.0507,Aufsteiger,2729,7842
1929→1930,bemerkenswert,4,18,32.39,67.61,35.22,-2.0507,Aufsteiger,2729,7842
1929→1930,polizeipräsident,4,18,32.39,67.61,35.22,-2.0507,Aufsteiger,2729,7842
1929→1930,sünde,4,18,32.39,67.61,35.22,-2.0507,Aufsteiger,2729,7842
1929→1930,kaufen,125,313,1012.18,1175.64,163.46,-2.0461,Aufsteiger,2744,7841
1929→1930,berufen,14,46,113.36,172.78,59.42,-2.0455,Aufsteiger,2745,7840
1929→1930,beide,5,21,40.49,78.88,38.39,-2.0411,Aufsteiger,2746,7837
1929→1930,baracke,5,21,40.49,78.88,38.39,-2.0411,Aufsteiger,2746,7837
1929→1930,unterschreiben,5,21,40.49,78.88,38.39,-2.0411,Aufsteiger,2746,7837
1929→1930,halten,175,428,1417.05,1607.58,190.53,-2.014,Aufsteiger,2749,7836
1929→1930,einsicht,10,35,80.97,131.46,50.49,-1.9869,Aufsteiger,2750,7833
1929→1930,erwerben,10,35,80.97,131.46,50.49,-1.9869,Aufsteiger,2750,7833
1929→1930,kommentar,10,35,80.97,131.46,50.49,-1.9869,Aufsteiger,2750,7833
1929→1930,anspruch,29,84,234.83,315.51,80.68,-1.9685,Aufsteiger,2753,7832
1929→1930,bestätigen,18,56,145.75,210.34,64.59,-1.9449,Aufsteiger,2754,7831
1929→1930,besonderer,52,140,421.07,525.84,104.77,-1.9351,Aufsteiger,2755,7830
1929→1930,fällen,9,32,72.88,120.19,47.31,-1.9197,Aufsteiger,2756,7829
1929→1930,versagen,20,61,161.95,229.12,67.17,-1.9167,Aufsteiger,2757,7828
1929→1930,verfolgen,15,48,121.46,180.29,58.83,-1.9028,Aufsteiger,2758,7827
1929→1930,tasche,12,40,97.17,150.24,53.07,-1.887,Aufsteiger,2759,7824
1929→1930,oberer,12,40,97.17,150.24,53.07,-1.887,Aufsteiger,2759,7824
1929→1930,gewerbe,12,40,97.17,150.24,53.07,-1.887,Aufsteiger,2759,7824
1929→1930,exemplar,8,29,64.78,108.92,44.14,-1.8568,Aufsteiger,2762,7822
1929→1930,gedächtnis,8,29,64.78,108.92,44.14,-1.8568,Aufsteiger,2762,7822
1929→1930,doktor,33,93,267.22,349.31,82.09,-1.8211,Aufsteiger,2764,7821
1929→1930,einsatz,2,11,16.19,41.32,25.13,-1.8183,Aufsteiger,2765,7785
1929→1930,mammon,2,11,16.19,41.32,25.13,-1.8183,Aufsteiger,2765,7785
1929→1930,richtlinie,2,11,16.19,41.32,25.13,-1.8183,Aufsteiger,2765,7785
1929→1930,sonnenhügel,2,11,16.19,41.32,25.13,-1.8183,Aufsteiger,2765,7785
1929→1930,zentralverband,2,11,16.19,41.32,25.13,-1.8183,Aufsteiger,2765,7785
1929→1930,heidnisch,2,11,16.19,41.32,25.13,-1.8183,Aufsteiger,2765,7785
1929→1930,rechenschaft,2,11,16.19,41.32,25.13,-1.8183,Aufsteiger,2765,7785
1929→1930,kurzfristig,2,11,16.19,41.32,25.13,-1.8183,Aufsteiger,2765,7785
1929→1930,vergewaltigung,2,11,16.19,41.32,25.13,-1.8183,Aufsteiger,2765,7785
1929→1930,schilderung,2,11,16.19,41.32,25.13,-1.8183,Aufsteiger,2765,7785
1929→1930,höhnisch,2,11,16.19,41.32,25.13,-1.8183,Aufsteiger,2765,7785
1929→1930,grotesk,2,11,16.19,41.32,25.13,-1.8183,Aufsteiger,2765,7785
1929→1930,reichstagspräsident,2,11,16.19,41.32,25.13,-1.8183,Aufsteiger,2765,7785
1929→1930,rechtfertigung,2,11,16.19,41.32,25.13,-1.8183,Aufsteiger,2765,7785
1929→1930,totengräber,2,11,16.19,41.32,25.13,-1.8183,Aufsteiger,2765,7785
1929→1930,rund,2,11,16.19,41.32,25.13,-1.8183,Aufsteiger,2765,7785
1929→1930,hinnehmen,2,11,16.19,41.32,25.13,-1.8183,Aufsteiger,2765,7785
1929→1930,vorschub,2,11,16.19,41.32,25.13,-1.8183,Aufsteiger,2765,7785
1929→1930,richtigstellung,2,11,16.19,41.32,25.13,-1.8183,Aufsteiger,2765,7785
1929→1930,körperverletzung,2,11,16.19,41.32,25.13,-1.8183,Aufsteiger,2765,7785
1929→1930,schwebend,2,11,16.19,41.32,25.13,-1.8183,Aufsteiger,2765,7785
1929→1930,schloßwall,2,11,16.19,41.32,25.13,-1.8183,Aufsteiger,2765,7785
1929→1930,verdrehen,2,11,16.19,41.32,25.13,-1.8183,Aufsteiger,2765,7785
1929→1930,marienstr,2,11,16.19,41.32,25.13,-1.8183,Aufsteiger,2765,7785
1929→1930,ehrenamt,2,11,16.19,41.32,25.13,-1.8183,Aufsteiger,2765,7785
1929→1930,flut,2,11,16.19,41.32,25.13,-1.8183,Aufsteiger,2765,7785
1929→1930,niederschlagen,2,11,16.19,41.32,25.13,-1.8183,Aufsteiger,2765,7785
1929→1930,betracht,2,11,16.19,41.32,25.13,-1.8183,Aufsteiger,2765,7785
1929→1930,ersticken,2,11,16.19,41.32,25.13,-1.8183,Aufsteiger,2765,7785
1929→1930,elektrizitätswerk,2,11,16.19,41.32,25.13,-1.8183,Aufsteiger,2765,7785
1929→1930,unerwartet,2,11,16.19,41.32,25.13,-1.8183,Aufsteiger,2765,7785
1929→1930,ermittlung,2,11,16.19,41.32,25.13,-1.8183,Aufsteiger,2765,7785
1929→1930,repräsentation,2,11,16.19,41.32,25.13,-1.8183,Aufsteiger,2765,7785
1929→1930,direktion,2,11,16.19,41.32,25.13,-1.8183,Aufsteiger,2765,7785
1929→1930,nonne,2,11,16.19,41.32,25.13,-1.8183,Aufsteiger,2765,7785
1929→1930,nötigung,2,11,16.19,41.32,25.13,-1.8183,Aufsteiger,2765,7785
1929→1930,überlassen,11,37,89.07,138.97,49.9,-1.8096,Aufsteiger,2801,7784
1929→1930,angelegenheit,40,110,323.9,413.16,89.26,-1.8028,Aufsteiger,2802,7783
1929→1930,hierbei,7,26,56.68,97.66,40.98,-1.7998,Aufsteiger,2803,7780
1929→1930,onkel,7,26,56.68,97.66,40.98,-1.7998,Aufsteiger,2803,7780
1929→1930,opposition,7,26,56.68,97.66,40.98,-1.7998,Aufsteiger,2803,7780
1929→1930,fraktion,6,23,48.58,86.39,37.81,-1.7512,Aufsteiger,2806,7771
1929→1930,verurteilung,6,23,48.58,86.39,37.81,-1.7512,Aufsteiger,2806,7771
1929→1930,sozusagen,6,23,48.58,86.39,37.81,-1.7512,Aufsteiger,2806,7771
1929→1930,unterschlagen,6,23,48.58,86.39,37.81,-1.7512,Aufsteiger,2806,7771
1929→1930,parole,6,23,48.58,86.39,37.81,-1.7512,Aufsteiger,2806,7771
1929→1930,beispielsweise,6,23,48.58,86.39,37.81,-1.7512,Aufsteiger,2806,7771
1929→1930,weigern,6,23,48.58,86.39,37.81,-1.7512,Aufsteiger,2806,7771
1929→1930,vorliegend,6,23,48.58,86.39,37.81,-1.7512,Aufsteiger,2806,7771
1929→1930,berichterstattung,6,23,48.58,86.39,37.81,-1.7512,Aufsteiger,2806,7771
1929→1930,abgeben,18,55,145.75,206.58,60.83,-1.7446,Aufsteiger,2815,7769
1929→1930,fort,18,55,145.75,206.58,60.83,-1.7446,Aufsteiger,2815,7769
1929→1930,anständig,41,112,331.99,420.67,88.68,-1.7428,Aufsteiger,2817,7768
1929→1930,weder,32,90,259.12,338.04,78.92,-1.7378,Aufsteiger,2818,7767
1929→1930,zugrunde,13,42,105.27,157.75,52.48,-1.7373,Aufsteiger,2819,7766
1929→1930,unterhalten,10,34,80.97,127.7,46.73,-1.7338,Aufsteiger,2820,7763
1929→1930,sicherlich,10,34,80.97,127.7,46.73,-1.7338,Aufsteiger,2820,7763
1929→1930,miete,10,34,80.97,127.7,46.73,-1.7338,Aufsteiger,2820,7763
1929→1930,vertrauen,46,124,372.48,465.75,93.27,-1.7319,Aufsteiger,2823,7762
1929→1930,ziehen,78,200,631.6,751.2,119.6,-1.7307,Aufsteiger,2824,7761
1929→1930,wiegen,3,14,24.29,52.58,28.29,-1.7217,Aufsteiger,2825,7743
1929→1930,abwenden,3,14,24.29,52.58,28.29,-1.7217,Aufsteiger,2825,7743
1929→1930,eigen,3,14,24.29,52.58,28.29,-1.7217,Aufsteiger,2825,7743
1929→1930,zeugen,3,14,24.29,52.58,28.29,-1.7217,Aufsteiger,2825,7743
1929→1930,kaufkraft,3,14,24.29,52.58,28.29,-1.7217,Aufsteiger,2825,7743
1929→1930,bekleiden,3,14,24.29,52.58,28.29,-1.7217,Aufsteiger,2825,7743
1929→1930,verkommen,3,14,24.29,52.58,28.29,-1.7217,Aufsteiger,2825,7743
1929→1930,erhoben,3,14,24.29,52.58,28.29,-1.7217,Aufsteiger,2825,7743
1929→1930,bewundern,3,14,24.29,52.58,28.29,-1.7217,Aufsteiger,2825,7743
1929→1930,einheitlich,3,14,24.29,52.58,28.29,-1.7217,Aufsteiger,2825,7743
1929→1930,beleben,3,14,24.29,52.58,28.29,-1.7217,Aufsteiger,2825,7743
1929→1930,pause,3,14,24.29,52.58,28.29,-1.7217,Aufsteiger,2825,7743
1929→1930,springen,3,14,24.29,52.58,28.29,-1.7217,Aufsteiger,2825,7743
1929→1930,auffassen,3,14,24.29,52.58,28.29,-1.7217,Aufsteiger,2825,7743
1929→1930,dürftig,3,14,24.29,52.58,28.29,-1.7217,Aufsteiger,2825,7743
1929→1930,ausfallen,3,14,24.29,52.58,28.29,-1.7217,Aufsteiger,2825,7743
1929→1930,szene,3,14,24.29,52.58,28.29,-1.7217,Aufsteiger,2825,7743
1929→1930,zumuten,3,14,24.29,52.58,28.29,-1.7217,Aufsteiger,2825,7743
1929→1930,erwachend,5,20,40.49,75.12,34.63,-1.7155,Aufsteiger,2843,7737
1929→1930,laie,5,20,40.49,75.12,34.63,-1.7155,Aufsteiger,2843,7737
1929→1930,ausspruch,5,20,40.49,75.12,34.63,-1.7155,Aufsteiger,2843,7737
1929→1930,position,5,20,40.49,75.12,34.63,-1.7155,Aufsteiger,2843,7737
1929→1930,schwierig,5,20,40.49,75.12,34.63,-1.7155,Aufsteiger,2843,7737
1929→1930,fachlich,5,20,40.49,75.12,34.63,-1.7155,Aufsteiger,2843,7737
1929→1930,hoch,193,465,1562.8,1746.55,183.75,-1.7136,Aufsteiger,2849,7736
1929→1930,namhaft,4,17,32.39,63.85,31.46,-1.7003,Aufsteiger,2850,7725
1929→1930,nebst,4,17,32.39,63.85,31.46,-1.7003,Aufsteiger,2850,7725
1929→1930,fälschung,4,17,32.39,63.85,31.46,-1.7003,Aufsteiger,2850,7725
1929→1930,lübeck,4,17,32.39,63.85,31.46,-1.7003,Aufsteiger,2850,7725
1929→1930,technik,4,17,32.39,63.85,31.46,-1.7003,Aufsteiger,2850,7725
1929→1930,übertrieben,4,17,32.39,63.85,31.46,-1.7003,Aufsteiger,2850,7725
1929→1930,hierfür,4,17,32.39,63.85,31.46,-1.7003,Aufsteiger,2850,7725
1929→1930,beleuchtung,4,17,32.39,63.85,31.46,-1.7003,Aufsteiger,2850,7725
1929→1930,nackt,4,17,32.39,63.85,31.46,-1.7003,Aufsteiger,2850,7725
1929→1930,abwehr,4,17,32.39,63.85,31.46,-1.7003,Aufsteiger,2850,7725
1929→1930,unsauber,4,17,32.39,63.85,31.46,-1.7003,Aufsteiger,2850,7725
1929→1930,schriftlich,9,31,72.88,116.44,43.56,-1.6602,Aufsteiger,2861,7722
1929→1930,juristisch,9,31,72.88,116.44,43.56,-1.6602,Aufsteiger,2861,7722
1929→1930,frankfurt,9,31,72.88,116.44,43.56,-1.6602,Aufsteiger,2861,7722
1929→1930,stattfinden,19,57,153.85,214.09,60.24,-1.6395,Aufsteiger,2864,7721
1929→1930,geldsack,1,7,8.1,26.29,18.19,-1.6052,Aufsteiger,2865,7615
1929→1930,überzeugend,1,7,8.1,26.29,18.19,-1.6052,Aufsteiger,2865,7615
1929→1930,wüssen,1,7,8.1,26.29,18.19,-1.6052,Aufsteiger,2865,7615
1929→1930,nahen,1,7,8.1,26.29,18.19,-1.6052,Aufsteiger,2865,7615
1929→1930,ungeschminkt,1,7,8.1,26.29,18.19,-1.6052,Aufsteiger,2865,7615
1929→1930,totschlagen,1,7,8.1,26.29,18.19,-1.6052,Aufsteiger,2865,7615
1929→1930,aussagen,1,7,8.1,26.29,18.19,-1.6052,Aufsteiger,2865,7615
1929→1930,schnee,1,7,8.1,26.29,18.19,-1.6052,Aufsteiger,2865,7615
1929→1930,überwachung,1,7,8.1,26.29,18.19,-1.6052,Aufsteiger,2865,7615
1929→1930,dementi,1,7,8.1,26.29,18.19,-1.6052,Aufsteiger,2865,7615
1929→1930,sachkenntnis,1,7,8.1,26.29,18.19,-1.6052,Aufsteiger,2865,7615
1929→1930,befriedigend,1,7,8.1,26.29,18.19,-1.6052,Aufsteiger,2865,7615
1929→1930,mütze,1,7,8.1,26.29,18.19,-1.6052,Aufsteiger,2865,7615
1929→1930,hebräer,1,7,8.1,26.29,18.19,-1.6052,Aufsteiger,2865,7615
1929→1930,bezieherzahl,1,7,8.1,26.29,18.19,-1.6052,Aufsteiger,2865,7615
1929→1930,schriftsatz,1,7,8.1,26.29,18.19,-1.6052,Aufsteiger,2865,7615
1929→1930,steuergrosch,1,7,8.1,26.29,18.19,-1.6052,Aufsteiger,2865,7615
1929→1930,abschaum,1,7,8.1,26.29,18.19,-1.6052,Aufsteiger,2865,7615
1929→1930,abschwächen,1,7,8.1,26.29,18.19,-1.6052,Aufsteiger,2865,7615
1929→1930,durchdrücken,1,7,8.1,26.29,18.19,-1.6052,Aufsteiger,2865,7615
1929→1930,beförderung,1,7,8.1,26.29,18.19,-1.6052,Aufsteiger,2865,7615
1929→1930,stundenlohn,1,7,8.1,26.29,18.19,-1.6052,Aufsteiger,2865,7615
1929→1930,einbeziehen,1,7,8.1,26.29,18.19,-1.6052,Aufsteiger,2865,7615
1929→1930,entgegennehmen,1,7,8.1,26.29,18.19,-1.6052,Aufsteiger,2865,7615
1929→1930,hinwegfegen,1,7,8.1,26.29,18.19,-1.6052,Aufsteiger,2865,7615
1929→1930,verpassen,1,7,8.1,26.29,18.19,-1.6052,Aufsteiger,2865,7615
1929→1930,weißen,1,7,8.1,26.29,18.19,-1.6052,Aufsteiger,2865,7615
1929→1930,sehnen,1,7,8.1,26.29,18.19,-1.6052,Aufsteiger,2865,7615
1929→1930,schmerzlich,1,7,8.1,26.29,18.19,-1.6052,Aufsteiger,2865,7615
1929→1930,abbildung,1,7,8.1,26.29,18.19,-1.6052,Aufsteiger,2865,7615
1929→1930,fridericus,1,7,8.1,26.29,18.19,-1.6052,Aufsteiger,2865,7615
1929→1930,hebräisch,1,7,8.1,26.29,18.19,-1.6052,Aufsteiger,2865,7615
1929→1930,menschlichkeit,1,7,8.1,26.29,18.19,-1.6052,Aufsteiger,2865,7615
1929→1930,nordisch,1,7,8.1,26.29,18.19,-1.6052,Aufsteiger,2865,7615
1929→1930,fahrräd,1,7,8.1,26.29,18.19,-1.6052,Aufsteiger,2865,7615
1929→1930,antreffen,1,7,8.1,26.29,18.19,-1.6052,Aufsteiger,2865,7615
1929→1930,anstimmen,1,7,8.1,26.29,18.19,-1.6052,Aufsteiger,2865,7615
1929→1930,bücken,1,7,8.1,26.29,18.19,-1.6052,Aufsteiger,2865,7615
1929→1930,tuberkulös,1,7,8.1,26.29,18.19,-1.6052,Aufsteiger,2865,7615
1929→1930,forschung,1,7,8.1,26.29,18.19,-1.6052,Aufsteiger,2865,7615
1929→1930,volksfreund,1,7,8.1,26.29,18.19,-1.6052,Aufsteiger,2865,7615
1929→1930,verschreiben,1,7,8.1,26.29,18.19,-1.6052,Aufsteiger,2865,7615
1929→1930,landratsamt,1,7,8.1,26.29,18.19,-1.6052,Aufsteiger,2865,7615
1929→1930,augsburg,1,7,8.1,26.29,18.19,-1.6052,Aufsteiger,2865,7615
1929→1930,kabarett,1,7,8.1,26.29,18.19,-1.6052,Aufsteiger,2865,7615
1929→1930,vollends,1,7,8.1,26.29,18.19,-1.6052,Aufsteiger,2865,7615
1929→1930,zurückgeben,1,7,8.1,26.29,18.19,-1.6052,Aufsteiger,2865,7615
1929→1930,moratorium,1,7,8.1,26.29,18.19,-1.6052,Aufsteiger,2865,7615
1929→1930,hochschule,1,7,8.1,26.29,18.19,-1.6052,Aufsteiger,2865,7615
1929→1930,vereinbar,1,7,8.1,26.29,18.19,-1.6052,Aufsteiger,2865,7615
1929→1930,unwille,1,7,8.1,26.29,18.19,-1.6052,Aufsteiger,2865,7615
1929→1930,krankenversicherung,1,7,8.1,26.29,18.19,-1.6052,Aufsteiger,2865,7615
1929→1930,entgegengesetzt,1,7,8.1,26.29,18.19,-1.6052,Aufsteiger,2865,7615
1929→1930,haltlos,1,7,8.1,26.29,18.19,-1.6052,Aufsteiger,2865,7615
1929→1930,beschwören,1,7,8.1,26.29,18.19,-1.6052,Aufsteiger,2865,7615
1929→1930,sichtlich,1,7,8.1,26.29,18.19,-1.6052,Aufsteiger,2865,7615
1929→1930,verschuldet,1,7,8.1,26.29,18.19,-1.6052,Aufsteiger,2865,7615
1929→1930,sammler,1,7,8.1,26.29,18.19,-1.6052,Aufsteiger,2865,7615
1929→1930,erregt,1,7,8.1,26.29,18.19,-1.6052,Aufsteiger,2865,7615
1929→1930,betreffende,1,7,8.1,26.29,18.19,-1.6052,Aufsteiger,2865,7615
1929→1930,spanne,1,7,8.1,26.29,18.19,-1.6052,Aufsteiger,2865,7615
1929→1930,berufe,1,7,8.1,26.29,18.19,-1.6052,Aufsteiger,2865,7615
1929→1930,drama,1,7,8.1,26.29,18.19,-1.6052,Aufsteiger,2865,7615
1929→1930,sühne,1,7,8.1,26.29,18.19,-1.6052,Aufsteiger,2865,7615
1929→1930,verwirklichung,1,7,8.1,26.29,18.19,-1.6052,Aufsteiger,2865,7615
1929→1930,weltfremdheit,1,7,8.1,26.29,18.19,-1.6052,Aufsteiger,2865,7615
1929→1930,verschanzen,1,7,8.1,26.29,18.19,-1.6052,Aufsteiger,2865,7615
1929→1930,sack,1,7,8.1,26.29,18.19,-1.6052,Aufsteiger,2865,7615
1929→1930,tradition,1,7,8.1,26.29,18.19,-1.6052,Aufsteiger,2865,7615
1929→1930,portion,1,7,8.1,26.29,18.19,-1.6052,Aufsteiger,2865,7615
1929→1930,zauber,1,7,8.1,26.29,18.19,-1.6052,Aufsteiger,2865,7615
1929→1930,mustergültig,1,7,8.1,26.29,18.19,-1.6052,Aufsteiger,2865,7615
1929→1930,nagel,1,7,8.1,26.29,18.19,-1.6052,Aufsteiger,2865,7615
1929→1930,weinend,1,7,8.1,26.29,18.19,-1.6052,Aufsteiger,2865,7615
1929→1930,hundertprozentig,1,7,8.1,26.29,18.19,-1.6052,Aufsteiger,2865,7615
1929→1930,säuberung,1,7,8.1,26.29,18.19,-1.6052,Aufsteiger,2865,7615
1929→1930,unzulässig,1,7,8.1,26.29,18.19,-1.6052,Aufsteiger,2865,7615
1929→1930,protestkundgebung,1,7,8.1,26.29,18.19,-1.6052,Aufsteiger,2865,7615
